平台,帖子ID,发布时间,负责人,项目,一级品线,二级品线,主题,形式,优质,链接,标题,缺失项
tk,7636739149495618829,2026-05-06,罗惠仪,KOL品线推广,构建美甲,硬构建胶,开箱;刷色,视频,,https://www.tiktok.com/@zulys_nails_latina/video/7636739149495618829,Thanks @Beetles Nail Boutique to make easy my life #beetlesgelpolish #nails #gelxnails ,
tk,7636769282751368469,2026-05-06,黄嘉丽,KOL品线推广,配件,美甲笔,创意;成品展示,视频,,https://www.tiktok.com/@lexxblanchard/video/7636769282751368469,Another nail transition because why not?! #nails #gelxnails #nailtransition #transition #fyp @BeetlesGelPolish ,
tk,7636783995983891734,2026-05-06,罗惠仪,KOL品线推广,彩胶,纯色,开箱;刷色,视频,,https://www.tiktok.com/@jaymarie_beauty/video/7636783995983891734,"@Beetles GelPolish cheers now I have no clue what to put on my next nail set… I love them ALL😭😂🥹 

I’m THINKING the butter yellow with the pastel blue. I love a unique colour pairing and those two together just sound like a spring match made in heaven, right?! With some added silver chrome and gems?!👀🩵🌼

#trendynailinspo #paintnailswithme #nailswatches #springnailcolours #cutenailideas ",
tk,7636794909009120534,2026-05-06,林盈盈,2026母亲节礼盒,彩胶,混合套组,做款,视频,1,https://www.tiktok.com/@nailsbypaular/video/7636794909009120534,"burgundy cateye nails! ♥️💋🥀🍷
a gorgeous & classy cateye french mani to celebrate the upcoming Mother’s Day! <3

— using:
@BeetlesGelPolish 
Beetles “Mani Time with Mom” nail gift box! ♥️
(use my code PAULAR10 for 10% off! 💸)

*paid to create

#rednails #cateyenails #nails #nailart #naildesign ",
yt,2qlQl1h226U,2026-05-06,周紫月,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.youtube.com/watch?v=2qlQl1h226U,final result of this nail challenge 💅✨,
yt,4_K7pHB_Cg4,2026-05-06,马明慧,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.youtube.com/watch?v=4_K7pHB_Cg4,5XL Polygel Duck Nails : Island Vibes | 3D + Handdrawn Arts | Full Designing Tutorial,
yt,mbZ47S76f6w,2026-05-06,黄嘉丽,KOL品线推广,彩胶,纯色,做款,视频,,https://www.youtube.com/watch?v=mbZ47S76f6w,soft ocean-inspired set 🌊,
ins,DX72tZitUQc,2026-05-05,黄嘉丽,KOL品线推广,功能胶,胶水,做款,视频,,https://www.instagram.com/p/DX72tZitUQc/,"DIY NAILS GEL X @ HOME @apresnailofficial @beetlesgelpolish @miasecret #diynails #gelx #gelxtutorial #nails 
Color @beetlesgelpolish “a99”",
ins,DX9llfJASUq,2026-05-05,周紫月,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.instagram.com/p/DX9llfJASUq/,"light blue ombre on a soft pink base with a white textured detail ✨
clean, soft, and a little different 💅

#nails #nailinspo #gelnails #ombre #naildesign",
tk,7636085327026720013,2026-05-05,高咏欣,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@zionnydickson/video/7636085327026720013,"This “Mani Time with Mom Kit is so good if you’re trying to get into doing your own nails, it has everything you would need to start and a great gift for Mother’s Day so she can do them as well! 🥰 

@BeetlesGelPolish 

#beetlesgelpolish #athomemanicure #haileybiebernails #pinterestnails #manitimewithmom ",
tk,7636106335326588173,2026-05-05,李伊芸,KOL品线推广,功能胶,胶水,教程,视频,,https://www.tiktok.com/@krayznailz/video/7636106335326588173,my gel x application ✨ @BeetlesGelPolish #nailglue #gelxnails #gelxapplication #beetlesnailglue #beetlesgelpolish ,
tk,7636107205346970910,2026-05-05,周紫月,KOL品线推广,穿戴甲,UV穿戴甲,成品展示,视频,,https://www.tiktok.com/@iconiclunarity/video/7636107205346970910,@BeetlesGelPolish #summernails #graduationnails #salonqualitynails #pressonnails #fyp ,
tk,7636123009211829534,2026-05-05,黄嘉丽,KOL品线推广,功能胶,胶水,做款,视频,,https://www.tiktok.com/@_kikilee_/video/7636123009211829534,DIY NAILS GEL X @ HOME. Simple easy way to do your nails please stop paying these people an arm and a leg for gel x 😭 #nails #diynails #gelx #nailtutorial @BeetlesGelPolish @Aprés Nail Professional @Amazon nail color a99 by beetles perfect red for spring @Mia Secret USA ,
tk,7636140047007239438,2026-05-05,高咏欣,KOL品线推广,穿戴甲,穿戴甲款式,做款;口播,视频,,https://www.tiktok.com/@jaesdayss/video/7636140047007239438,I’ve been obsessed with these @BeetlesGelPolish press ons!!😍😍 Grab you a set sis these are too cute!!! #beetlesnaturalmilky #beetlespressons #pressonnails #nailart #nailinspo ,
tk,7636169821675130126,2026-05-05,何嘉怡,2026美甲灯,配件,美甲灯,开箱,视频,,https://www.tiktok.com/@harlies.nail.haven/video/7636169821675130126,"Beetles candy lamp 💡🍭🍬
#beetlesgelpolish #Beetlesflatx #beetlescandylam
#fyp #inspo @BeetlesGelPolish ",
tk,7636172040994671886,2026-05-05,何嘉怡,KOL品线推广,彩胶,纯色,开箱,视频,,https://www.tiktok.com/@harlies.nail.haven/video/7636172040994671886,"Beetles everyday muse #beetlesgelpolish #Beetlesflatx #beetle
#nailsathome #nailsartvideos @BeetlesGelPolish ",
tk,7636174549544996110,2026-05-05,何嘉怡,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@harlies.nail.haven/video/7636174549544996110,Beetles Mani time with mom 💗🌷#beetlesgelpolish #Beetlesflatx #beetle #nailsathome #nailsartvideos @BeetlesGelPolish ,
tk,7636212423007030542,2026-05-05,何嘉怡,KOL品线推广,甲油胶,彩胶,开箱,视频,,https://www.tiktok.com/@vanesnails/video/7636212423007030542,#nailinspo #nailtechlife #beetlesgelpolish #acrylicnails #nailtok ,
tk,7636213813292895501,2026-05-05,马明慧,KOL品线推广,功能胶,晕染胶,做款,视频,,https://www.tiktok.com/@ibekaaayy.y/video/7636213813292895501,"let's do red - based Polygel Duck Nails ft. white frenchtips + grunge style art ⛓️💋♥️🍒 using Saviland polygel 

#beginnernailtech #nailtok #nailart #polygel #polygelnails ",
tk,7636228052623707422,2026-05-05,何嘉怡,2026美甲灯,配件,美甲灯,成品展示,视频,,https://www.tiktok.com/@klawz.4kay/video/7636228052623707422,Nail With Me🩵🖤ft @BeetlesGelPolish #beetlesgelpolish #nailfyppage #fyppp #nailinspo ,
tk,7636253940857785630,2026-05-05,周紫月,2026dealbox&PD,彩胶初学者套装,四指灯套装,做款;口播,视频,,https://www.tiktok.com/@sukinails_/video/7636253940857785630,"Another fun nail day! Using @BeetlesGelPolish HEMA-free and TPO-free gel polish! 🫰🏼

Link in my bio to see what I use and for some $$$ off use my discount code “SUKINAILS” for 10% off 🤓

#beetlesgelpolish #beetlesmanitimewithmom #nailvlog #nailart #nailtech ",
tk,7636289880326262046,2026-05-05,何嘉怡,KOL品线推广,彩胶,纯色,开箱,视频,,https://www.tiktok.com/@nailedbyzuly/video/7636289880326262046,°❀.ೃ࿔* #aznailtech #beetlesgelpolish #nailtok #fypシ゚viral #nails ,
tk,7636411634612800788,2026-05-05,黄嘉丽,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@maryammkamall/video/7636411634612800788,"@BeetlesGelPolish 
#beetlesgelpolish #beetlesmanitimewithmom #manitimewithmom #fyp #maryammkamall ",
tk,7636419493459283230,2026-05-05,周紫月,KOL品线推广,穿戴甲,UV穿戴甲,成品展示,视频,,https://www.tiktok.com/@iconiclunarity/video/7636419493459283230,@BeetlesGelPolish #summernails #summernailinspo #pressonnails #pressons #fyp ,
tk,7636433199089896718,2026-05-05,周紫月,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@voloshka_purple/video/7636433199089896718,"light blue ombre on a soft pink base with a white textured detail ✨
clean, soft, and a little different 💅

#nails #nailinspo #gelnails #ombre #naildesign",
yt,-QOpogl6wY0,2026-05-05,李伊芸,KOL品线推广,构建美甲,捏捏胶,做款,视频,,https://www.youtube.com/watch?v=-QOpogl6wY0,Early Summer Nails 🌸☀️ | 3D Flowers + Pink Details,
yt,uLER4N0VTZQ,2026-05-05,罗婧,KOL品线推广,构建美甲,捏捏胶,做款,视频,1,https://www.youtube.com/watch?v=uLER4N0VTZQ,do my nails with me!🌸✨,
ins,DX5BgTtPEOS,2026-05-04,黄嘉丽,KOL品线推广,彩胶,纯色,做款,视频,,https://www.instagram.com/p/DX5BgTtPEOS/,"come make a soft feminine set with me 🤍
#pressonnails #softnails #nails",
ins,DX5XxOyR7K4,2026-05-04,周紫月,2026美甲灯,配件,美甲灯,教程,视频,,https://www.instagram.com/p/DX5XxOyR7K4/,step by step gel x nails application💅🏽🎀✨ #nails #gelxnails,
ins,DX6AdNDBV2O,2026-05-04,黄莉莎,KOL品线推广,彩胶,纯色,做款,视频,,https://www.instagram.com/p/DX6AdNDBV2O/,"spring in full bloom 🌸✨

obsessed with this dreamy set using @beetlesgelpolish Spring Sonata hema-free collection 💅🏽 jelly layers + pastel airbrush + chrome details = literal fairy garden vibes 🫧🌷 
•
#beetlesgelpolish#beetlesnailnook#Springnails#beetlescateye#cateyenails",
ins,DX6YFsuirdj,2026-05-04,何嘉怡,2026dealbox&PD,配件,美甲灯,做款;成品展示,视频,,https://www.instagram.com/p/DX6YFsuirdj/,"cherry picnic nails 🌸✨🌿🌷🍒☁️
making press-ons using jelly nail polish colors for a gingham design, ombré tips, silver cat eye & cute little cherries 🍒

•

•

#cateyenails #cherrynails #pressonnails #squarenailshape #diynails",
tk,7635726834063166733,2026-05-04,高咏欣,KOL品线推广,穿戴甲,UV穿戴甲,做款;口播,视频,,https://www.tiktok.com/@ari.ayanna_/video/7635726834063166733,easy @BeetlesGelPolish soft french nail kit…that at home manicure u NEED 💅🏽🎀 #beetlesgelpolish #beetlespressons #foryoupage #nail #nailkit ,
tk,7635743635799051534,2026-05-04,林盈盈,KOL品线推广,构建美甲,捏捏胶,做款;口播,视频,,https://www.tiktok.com/@aisebrush/video/7635743635799051534,"Beginner Nail Art Tutorial 🪼🫧🦋

#nails #nailtutorial #nailart #nailtech #diynails 

Gel-x nail inspo, cat eye nail tutorial, polka dot nail tutorial, french tip nail tutorial, 3d flower nail tutorial, beginner nail tech, gel nails, summer nail inspo",
tk,7635751894475885855,2026-05-04,何嘉怡,2026美甲灯,配件,预构建甲片套组,开箱;口播,视频,,https://www.tiktok.com/@evelynsoltero/video/7635751894475885855,"In love with all the goodies beetles sent to me! 🤭 stay tuned for more nail videos! 
#nail #nailart #beetlesnailpolish #nailtok ",
tk,7635761177741593869,2026-05-04,罗惠仪,2026dealbox&PD,配件,美甲笔,创意,视频,,https://www.tiktok.com/@envyriyy/video/7635761177741593869,we go simple and plain this time😭 #viral #fyp ,
tk,7635767758818413838,2026-05-04,罗惠仪,2026dealbox&PD,配件,美甲笔,开箱;口播,视频,,https://www.tiktok.com/@lyrical.themiracle/video/7635767758818413838,Thank you!! @BeetlesGelPolish @Evereden @Avatara Skin @Octobuddy ,
tk,7635774364717272341,2026-05-04,黄嘉丽,KOL品线推广,彩胶,纯色,做款,视频,,https://www.tiktok.com/@littlebrushnails/video/7635774364717272341,"come make a soft feminine set with me 🤍🇺🇸 🇨🇦
#pressonnails #handmadepressonnails #canada ",
tk,7635784811566632206,2026-05-04,何嘉怡,KOL品线推广,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@nailsbyphoebe22/video/7635784811566632206,"New set colors from @BeetlesGelPolish 

#xuhuong #nailtech #nailoftiktok #beetlesgelpolish ",
tk,7635787763379391758,2026-05-04,何嘉怡,KOL品线推广,彩胶,裸透色彩胶,开箱,视频,,https://www.tiktok.com/@nailsbyphoebe22/video/7635787763379391758,"I love this set! 
@BeetlesGelPolish 
#xuhuong #nailtech #nailoftiktok #beetlesgelpolish #nailcontent ",
tk,7635791166729899278,2026-05-04,何嘉怡,KOL品线推广,彩胶,混合套组,开箱,视频,,https://www.tiktok.com/@nailsbyphoebe22/video/7635791166729899278,"Obsessed is an understatement 💅✨
New gel colors, fresh vibes, and I’m absolutely in love with every shade. Which one would you pick? 💖

@BeetlesGelPolish 

#xuhuong #nailtech #nailoftiktok #beetlesgelpolish #nailcontent ",
tk,7635815274096184590,2026-05-04,何嘉怡,KOL品线推广,彩胶,透色,做款;成品展示,视频,,https://www.tiktok.com/@nailspiceee/video/7635815274096184590,"Freestyles are always my favorite appts 🤎

@thegelbottleaus @Beetles Nail Boutique 

#nailart #moodboard #nailtech #workwithme #nailartvideos ",
tk,7635821070628556050,2026-05-04,周紫月,2026美甲灯,配件,美甲灯,教程,视频,,https://www.tiktok.com/@dianajbz/video/7635821070628556050,step by step gel x nails application🎀💅🏽💗 #nails #gelxnails #nailsathome ,
tk,7635869989794303262,2026-05-04,周紫月,2026母亲节礼盒,彩胶,混合套组,开箱;做款;口播,视频,,https://www.tiktok.com/@sukinails_/video/7635869989794303262,"Mani Time With Mom PR from @BeetlesGelPolish this is beaiful mother day gift 🎁 🫶🏼❤️ 

Use my code “SUKINAILS” for 10% off 

#prpackages #beetlesgelpolish #manitimewithmom #beetlesmanitimewithmom #unboxingvideo ",
tk,7635879266969865486,2026-05-04,李伊芸,KOL品线推广,功能胶,胶水,教程,视频,,https://www.tiktok.com/@krayznailz/video/7635879266969865486,i also like to glue my charms with this 🙃 @BeetlesGelPolish #beetlesgelpolish #nailgluegel #chrome #bluecateye #3Ddesigns ,
tk,7635885894645320968,2026-05-04,黄莉莎,KOL品线推广,配件,预构建甲片,做款;口播;教程,视频,,https://www.tiktok.com/@carovaladez_nt/video/7635885894645320968,"Otro diseño mega wow de mi amiguita Aylin✨💕 Ahora logrado todo con @BeetlesGelPolish les dejaré lo utilizado en el link de mi perfil, desde los tips, hasta el Builder y la Meowgic Lamp😽💟 #beetlesmeowgiclamp #meowgicnaillamp #beetlesgel #nailapplication #glitternails ",
tk,7635908755854494989,2026-05-04,罗婧,KOL品线推广,穿戴甲,穿戴甲款式,创意,视频,,https://www.tiktok.com/@theningster/video/7635908755854494989,"Milky white nails but make it affordable 🤍
These Beetles press-ons are giving full salon vibes without the price tag. Different shapes, perfect lengths, and that glossy milky finish everyone’s obsessed with right now. Easy to apply, lightweight, and reusable — I’m not going back to the salon anytime soon. @BeetlesGelPolish 
#beetlesnails #pressonnails #milkynails #cleangirlaesthetic #nailtok     ",
tk,7635914642111450398,2026-05-04,黄莉莎,KOL品线推广,彩胶,纯色,做款,视频,,https://www.tiktok.com/@nailsbyyls/video/7635914642111450398,spring is in full bloom with this jelly set 🌸 using @BeetlesGelPolish spring sonata set to create this beautiful set! #beetlesgelpolish#beetlesnailnook#Springnails#beetlescateye#cateyenails ,
tk,7635967684487761184,2026-05-04,何嘉怡,2026dealbox&PD,配件,美甲灯,做款;成品展示,视频,,https://www.tiktok.com/@annas.nailfeed/video/7635967684487761184,"cherry picnic nails 🌸✨🌿🌷🍒☁️
making press-ons using jelly nail polish colors for a gingham design, ombré tips, silver cat eye & cute little cherries 🍒

•

•

#cateyenails #cherrynails #pressonnails #squarenails #diynails ",
tk,7636016496245820686,2026-05-04,周紫月,KOL品线推广,彩胶,纯色,做款,视频,,https://www.tiktok.com/@averyy.tuckerr/video/7636016496245820686,"These neon stripes are the perfect vibe for summer. Which color would you wear? 
Link in bio to order the Beetles Neon Rainbow Collection!! 
@BeetlesGelPolish 
#summernails  #beetlesgelpolish #neonnails  #nailart  #gelnails
Amazon link- https://www.amazon.com/dp/B0DQPDB43L",
tk,7636022723054947615,2026-05-04,何嘉怡,KOL品线推广,假指甲,预构建甲片套组,开箱;口播,视频,,https://www.tiktok.com/@luxeloopl/video/7636022723054947615,"DIY Beginner Friendly Gel Nails! I love that these have the built in apex, I really enjoy doing nail art and with these I can basically just go right into the designs! ❣️

@BeetlesGelPolish #beetlestipex #gelx #unboxingvideo #almondnails ",
fb,2443164216158653,2026-05-03,高咏欣,KOL品线推广,穿戴甲,穿戴甲款式,做款;口播,视频,,https://www.facebook.com/reel/4418012971812177,Cause little girls love nails 💅🏻 SIERRRA10 (10% off at our amazon store) #beetlesnaturalmilky #beetlespressons #pressonnails #nails #diynailsathome,
ins,DX2hdsGpoXP,2026-05-03,高咏欣,KOL品线推广,穿戴甲,穿戴甲款式,做款;口播,视频,,https://www.instagram.com/p/DX2hdsGpoXP/,Cause little girls love nails 💅🏻 SIERRRA10 (10% off at our amazon store) #beetlesnaturalmilky #beetlespressons #pressonnails #nails #diynailsathome,
ins,DX3EVfIsQG1,2026-05-03,罗婧,KOL品线推广,构建美甲,构建胶,做款;口播,视频,,https://www.instagram.com/p/DX3EVfIsQG1/,"Comenta “yo” y te envío todo lo que uso ♡𓍢ִ໋🦢☁️

¡Bestie, te enseño la forma más fácil en la que me hago las uñitas en casa usando builder gel!

Productos mencionados en el video:

— Deshidratador de Modelones @modelones 
— Primer de Modelones
— Builder gel de Beetles @beetlesgelpolish 
— Esmalte negro de Modelones 
— Top Coat de Beetles
— Lima de uñas 100/180
— Corta cutículas.
— Empujador de cutículas.

#uñasencasa #uñasdegel #nailsathome #buildergel #nailtok uñas hermosas | how to nails | gel nails | gel de uñas",
ins,DX3rgnPhG3J,2026-05-03,罗婧,KOL品线推广,构建美甲,捏捏胶,做款,视频,,https://www.instagram.com/p/DX3rgnPhG3J/,"surely it can’t just me 😅

go to @popnotchcreations to grab a parfait pair!!!! it’s blueberry, lemon and birthday cake scented available in bottle or refillable cuticle pens!! like actual refillable ones so we can have less plastic waste 🥹🥹

using: @beetlesgelpolish colors, 3d non stick sculpting gel, @madam_glam detail liner

#blueberrylemonnails #springnailart #pastelnailart #3dnailartdesign #fruitnails fruit nails, blue and yellow nails, spring nail art, pastel nail art",
tk,7634822843825442062,2026-05-03,周紫月,KOL品线推广,彩胶,特色胶,开箱;口播;刷色,视频,,https://www.tiktok.com/@e.vvelinn/video/7634822843825442062,I love cateye 😍 @BeetlesGelPolish #beetlespolish #cateyepolish #summercateye #fruitcateye #foryou ,
tk,7635408981829143822,2026-05-03,黄莉莎,2026美甲灯,配件,美甲灯,开箱,视频,,https://www.tiktok.com/@iamshimmykiki/video/7635408981829143822,💕 CALLING ALL BEGINNER NAIL TECHSSS! THIS BEETLES GEL NAIL KIT IS PERFECT FOR STARTERS! SHE COMES WITH EVERYTHING A BEGINNER COULD NEED! ITS TIME YOU LEARN HOW TO DO YOUR OWN NAILS WITH THIS ADORABLE NAIL KIT! SHES LINKED BELOW! AHH 💞 #nails #nailtok #fyp #nailtech #foryou ,
tk,7635415280910372110,2026-05-03,高咏欣,KOL品线推广,穿戴甲,穿戴甲款式,做款;口播,视频,1,https://www.tiktok.com/@familytalesdiary/video/7635415280910372110,Cause little girls love nails 💅🏻 SIERRRA10 (10% off at our amazon store) #beetlesnaturalmilky #beetlespressons #pressonnails #nails #diynailsathome ,
tk,7635490901820706078,2026-05-03,高咏欣,KOL品线推广,构建美甲,构建胶,做款,视频,,https://www.tiktok.com/@berlese/video/7635490901820706078,"¿Cómo me hago las uñitas en casa usando builder gel? 🤎𓍢ִ໋🦢☁️

Productos mencionados en el video:

— Deshidratador de Modelones 
— Primer de Modelones
— Builder gel de Beetles 
— Esmalte negro de Modelones 
— Top Coat de Beetles
— Lima de uñas 100/180
— Corta cutículas.
— Empujador de cutículas.

#uñasencasa #uñasdegel #nailsathome #buildergel #nailtok uñas hermosas | how to nails | gel nails | gel de uñas",
tk,7635492848967699742,2026-05-03,高咏欣,KOL品线推广,穿戴甲,穿戴甲款式,做款;口播,视频,,https://www.tiktok.com/@lovebeaches1/video/7635492848967699742,"@BeetlesGelPolish  Thank You So much For All of these beautiful Nails, I’m so excited to wear these all summer!!😍😍💅🏽

Links to these nails will be in my bio!🎀",
tk,7635502623105273119,2026-05-03,周紫月,KOL品线推广,穿戴甲,穿戴甲款式,开箱;口播,视频,,https://www.tiktok.com/@lazy.chic3/video/7635502623105273119,Overdue sample unboxing shame spiral 🫠,
yt,HC-F2CguRP4,2026-05-03,周紫月,2026美甲灯,配件,美甲灯,教程,视频,,https://www.youtube.com/watch?v=HC-F2CguRP4,step by step gel x nails application💅🏽🎀💗,
yt,lmOTjvyW0kw,2026-05-03,黄嘉丽,KOL品线推广,彩胶,纯色,做款,视频,,https://www.youtube.com/watch?v=lmOTjvyW0kw,come make a soft feminine set with me 🤍,
yt,rcN7Jx2vyDM,2026-05-03,马明慧,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.youtube.com/watch?v=rcN7Jx2vyDM,5XL Polygel Duck Nails : Lucky Charms iNSPiRED | 3D + Handdrawn Arts | Full Tutorial ♡︎,
fb,122292707780222740,2026-05-02,黄莉莎,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.facebook.com/reel/2659495307756108,"Thank you @beetlesgelpolish @beetles_community  Are you an aspiring nail tech… ready to master your skills? let’s build our skills together with our 1:1 online & in person skill mastery courses, DM to enroll. (this is to learn the artistry, not to get licensed.)

Are you looking for a bomb nail tech… outstanding customer service skills, comfortable environment and Unique Long-lasting nails?🩷 Let’s Pamper ourselves with One-Of-A-Kind nails🚨
• ✨Luxury at your fingertips✨ 
Custom reusable handmade acrylic press-ons shipped straight to you✈️ , complete with our @caseys_beauty_studio deluxe prep kit for 3+ weeks of flawless wear. 💅. Order Inquiries: 📲 When you DM, send: Length, shape, and inspo pics 💕 via DM & the number in my bio
•💕your nail dreams awaits you!💖
Schedule your luxurious nail appointment at 5151 Monroe st. Toledo, Oh; Suite 232✨
Allow yourself a Self Care day and treat yourself here at @caseys_beauty_studio where a luxury experience awaits you! Schedule an appointment today by clicking the link in my bio! 

•ALL PRODUCTS USED IN THIS VIDEO LINKED IN MY AMAZON STOREFRONT (bio) 
#caseysbeautystudio #toledonails #toledo #acrylicpressons #toledoohionails toledonailtech toledoohionailsalon toledoohionailtech detroitnailtech detroitnails detroitgolf monroenailtech BirminghamDetroit northvillenails Bowlinggreennails grossepointe
 explorepage explore explorepagenails novinailtech nailsfyp rochesterhillsnails
419nailtech lucascounty  royaloaknails stClairshoresnails northwestohionails acrylicpressonnails @youngnailsinc @kupainc @makartt_official @beetlesgelpolish @dndgel",
ins,DX0IWaPgx9A,2026-05-02,黄莉莎,2026母亲节礼盒,彩胶,混合套组,开箱,视频,,https://www.instagram.com/p/DX0IWaPgx9A/,"Thank you @beetlesgelpolish @beetles_community  Are you an aspiring nail tech… ready to master your skills? let’s build our skills together with our 1:1 online & in person skill mastery courses, DM to enroll. (this is to learn the artistry, not to get licensed.)

Are you looking for a bomb nail tech… outstanding customer service skills, comfortable environment and Unique Long-lasting nails?🩷 Let’s Pamper ourselves with One-Of-A-Kind nails🚨
• ✨Luxury at your fingertips✨ 
Custom reusable handmade acrylic press-ons shipped straight to you✈️ , complete with our @caseys_beauty_studio deluxe prep kit for 3+ weeks of flawless wear. 💅. Order Inquiries: 📲 When you DM, send: Length, shape, and inspo pics 💕 via DM & the number in my bio
•💕your nail dreams awaits you!💖
Schedule your luxurious nail appointment at 5151 Monroe st. Toledo, Oh; Suite 232✨
Allow yourself a Self Care day and treat yourself here at @caseys_beauty_studio where a luxury experience awaits you! Schedule an appointment today by clicking the link in my bio! 

•ALL PRODUCTS USED IN THIS VIDEO LINKED IN MY AMAZON STOREFRONT (bio) 
#caseysbeautystudio #toledonails #toledo #acrylicpressons #toledoohionails toledonailtech toledoohionailsalon toledoohionailtech detroitnailtech detroitnails detroitgolf monroenailtech BirminghamDetroit northvillenails Bowlinggreennails grossepointe
 explorepage explore explorepagenails novinailtech nailsfyp rochesterhillsnails
419nailtech lucascounty  royaloaknails stClairshoresnails northwestohionails acrylicpressonnails @youngnailsinc @kupainc @makartt_official @beetlesgelpolish @dndgel",
ins,DX0TbP0Nu8C,2026-05-02,高咏欣,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.instagram.com/p/DX0TbP0Nu8C/,"I’m obsessed 😍😍 perfect idea for Mother’s Day 💖🌸
All products are from @beetlesgelpolish 🩷
Use code BECERRA10 for 10% off
Link in bio to shop 💅

#beetlesgelpolish #BeetlesManiTimewithMom #ManiTimeWithMom",
ins,DX1zkeXTape,2026-05-02,罗婧,KOL品线推广,彩胶,纯色,做款,视频,,https://www.instagram.com/p/DX1zkeXTape/,Spring nails 🎀🌸🍓✨ #nails #nailart #uñasdecoradas #beetlesgelpolish #colorfulnails,
ins,DXz7xXMPDA-,2026-05-02,黄嘉丽,KOL品线推广,彩胶,特色胶,做款,视频,,https://www.instagram.com/p/DXz7xXMPDA-/,a soft feminine set you can wear every day 🤍#pressonnails #softnails #handmadenails,
ins,DXzcDaBuDBL,2026-05-02,黄嘉丽,KOL品线推广,功能胶,晕染胶,做款,视频,,https://www.instagram.com/p/DXzcDaBuDBL/,"I don’t think the blooming gel trend is going to fade anytime soon 😍✨

#bloomingnails #bloomingflowers #nailart #flowernails #springnails",
ins,DXzwLKeCLmn,2026-05-02,李伊芸,KOL品线推广,穿戴甲,穿戴甲款式,做款,视频,,https://www.instagram.com/p/DXzwLKeCLmn/,"Affordable and chic 🙂‍↕️💅✨ #beetlesgelpolish #pressonnails #thebronx #professional #clean 

@beetlesgelpolish You saved my day! 🤍",
tk,7634829259818667277,2026-05-02,周紫月,KOL品线推广,彩胶,纯色,开箱;口播,视频,,https://www.tiktok.com/@e.vvelinn/video/7634829259818667277,So excited for this collection @BeetlesGelPolish #everydaymuse #beetlespolish #gelpolish #summerpolishes ,
tk,7634962981008330015,2026-05-02,周紫月,KOL品线推广,彩胶,纯色,开箱;口播,视频,,https://www.tiktok.com/@nailss.by.vivi/video/7634962981008330015,"Obsessed with these gel shades 😍
Hema-free and so pretty 💅  
Thank you @BeetlesGelPolish 🤍

#beetlesgelpolish #hemafree #nailtech #unboxing #gelpolish ",
tk,7635015604956646686,2026-05-02,高咏欣,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.tiktok.com/@nailsbybecerra/video/7635015604956646686,"I’m obsessed 😍😍 perfect idea for Mother’s Day 💐🌸♥️
All products are from @BeetlesGelPolish 🩷
Use code BECERRA10 for 10% off
Link in bio to shop🫶🏻 #nailgel #gel #beetlesgelpolish #beetlesManiTimewithMom #manitimewithmom #",
tk,7635018105319738638,2026-05-02,李伊芸,KOL品线推广,穿戴甲,穿戴甲款式,做款,视频,,https://www.tiktok.com/@keniainthebx/video/7635018105319738638,"Affordable and chic 🙂‍↕️💅✨ #beetlesgelpolish #pressonnails #thebronx #professional #clean 

@BeetlesGelPolish You saved my day! 🤍",
tk,7635024108622793998,2026-05-02,周紫月,KOL品线推广,款式创作,拍拍胶套组,做款;口播;教程,视频,,https://www.tiktok.com/@khloegracee/video/7635024108622793998,this is the key🙂‍↕️✨ #creatorsearchinsights #frenchtip #nailtutorial #nailtech #nails💅 ,
tk,7635040903614205204,2026-05-02,黄嘉丽,KOL品线推广,彩胶,特色胶,做款,视频,,https://www.tiktok.com/@littlebrushnails/video/7635040903614205204,"come make a soft feminine set with me 😊
#pressonnails #handmadepressonnails #canada ",
tk,7635067049298971917,2026-05-02,罗婧,2026dealbox&PD,彩胶初学者套装,四指灯套装,开箱,视频,,https://www.tiktok.com/@sugarandspicenailsrnice/video/7635067049298971917,"Okay but the COLORS in this box?! ONE COAT was used on these swatches! AND the glitter top coat that makes any color Cateye?! Can’t wait for all of the summer nail art I am gonna create with these colors!

The @BeetlesGelPolish deal box is Hema & TPO Free, comes with 32 colors perfect for all four seasons, AND comes with some fun accessories! Such a great kit for beginners! 

LINK IN MY BIO!

 #Beetlesgelpolish #BeetlesDealsBox ",
